ID,Game,Where it appears,Type,English,Spanish,Your feedback,Suggested Spanish
LDRA-035,Draw,Frequently asked questions,Landing page,"At least 3, up to 20. With everyone on their own phone, one person creates the room and shares the 4-character code or QR code. In Pass the Phone you need no second device at all, just the names of everyone playing.","De 3 a 20 jugadores. Si cada uno tiene su teléfono, una persona crea la sala y comparte el código de 4 caracteres o el código QR. Con Pasar el teléfono no hace falta ningún otro dispositivo, solo los nombres de quienes juegan.",,
LDRA-036,Draw,Frequently asked questions,Landing page,Is it free to play?,¿Es gratis?,,
LDRA-037,Draw,Frequently asked questions,Landing page,"Yes, completely free. There's no sign-up, no app to install, and no payment. Open the page in any browser and share a room code.","Sí, es completamente gratis. Sin registro, sin app y sin pagar nada. Abre la página en el navegador de cualquier teléfono y comparte el código de sala.",,
LDRA-038,Draw,Frequently asked questions,Landing page,Do I need to be good at drawing?,¿Hay que saber dibujar?,,
LDRA-039,Draw,Frequently asked questions,Landing page,"No. Rough doodles are the whole point. You only need enough detail to show you know the word, and drawing it too clearly just helps the impostor work it out.","No. Los garabatos son parte de la gracia. Solo necesitas el detalle justo para demostrar que conoces la palabra, y si la dibujas demasiado clara le estás haciendo el trabajo al impostor.",,
LDRA-040,Draw,Frequently asked questions,Landing page,Can I play on one device?,¿Se puede jugar con un solo teléfono?,,
LDRA-041,Draw,Frequently asked questions,Landing page,"Yes. Pick Pass the Phone in the lobby and one phone does the whole game, so nobody else needs a device and there's no room code. The phone goes round twice: once so each player can swipe their card over and see the word, or the impostor hint, in private, then once per drawing turn, handed straight to the next player with the canvas already live. There's no timer, because nobody can disappear from a phone that's being handed to them, and the turn strip names whose go it is. At the end there's no secret ballot, since that would need a screen each: the finished drawing is held up on a Find the Impostor screen, the group argues it out loud, and someone taps Reveal. The default mode, Everyone has a Phone, still gives each player their own screen.","Sí. Elige Pasar el teléfono en la sala y un solo teléfono lleva toda la partida: nadie más necesita dispositivo y no hay código de sala. El teléfono da dos vueltas. La primera, para que cada jugador deslice su carta y vea en privado la palabra, o la pista del impostor. La segunda, un turno de dibujo cada uno, pasándoselo en mano al siguiente con el lienzo ya abierto. No hay cronómetro, porque nadie se puede esfumar de un teléfono que le están dando en mano, y la tira de turnos dice de quién es el turno. Al final no hay votación secreta, porque eso pediría una pantalla por persona: el dibujo terminado se queda a la vista en la pantalla Encuentren al impostor, el grupo lo discute en voz alta y alguien toca Revelar. El modo por defecto, Cada uno con su teléfono, le sigue dando a cada jugador su propia pantalla.",,
LDRA-042,Draw,Frequently asked questions,Landing page,What words come up?,¿Qué palabras salen?,,
LDRA-043,Draw,Frequently asked questions,Landing page,"Four categories: Food, Animals, Everyday Objects and Super Heroes, 350 words in all. The host picks which ones are in play, and a random word is dealt each round. Every word carries two vague one-word hints, and the impostor is shown one of them at random. That hint is all they get.","Cuatro categorías: Comida, Animales, Objetos cotidianos y Superhéroes, 350 palabras en total. El anfitrión elige cuáles entran en juego y cada ronda se reparte una palabra al azar. Cada palabra lleva dos pistas vagas de una sola palabra, y al impostor le toca una de las dos. Eso es todo lo que recibe.",,
SHR-040,Shared,Playing the round,In-game,Dance Game,Impostor de Baile,,
SHR-041,Shared,Playing the round,In-game,Word Game,Impostor de Palabras,,
SHR-042,Shared,Playing the round,In-game,Draw Game,Impostor de Dibujos,,
SHR-011,Shared,Account and sign in,In-game,Sign in,Inicia sesión,,
SHR-012,Shared,Account and sign in,In-game,Sign in to keep your song groups and reuse them anytime.,Inicia sesión para guardar tus listas de canciones y volver a usarlas cuando quieras.,,
SHR-013,Shared,Account and sign in,In-game,Continue with Google,Continuar con Google,,
SHR-014,Shared,Account and sign in,In-game,or,o,,
SHR-015,Shared,Account and sign in,In-game,you@email.com,tu@correo.com,,
SHR-016,Shared,Account and sign in,In-game,Email address,Correo electrónico,,
SHR-017,Shared,Account and sign in,In-game,Email me a link,Envíame un enlace,,
SHR-018,Shared,Account and sign in,In-game,We only store your email and the song groups you create. You can delete your account anytime.,Solo guardamos tu correo y las listas de canciones que crees. Puedes borrar tu cuenta cuando quieras.,,
SHR-019,Shared,Account and sign in,In-game,Close,Cerrar,,
SHR-020,Shared,Account and sign in,In-game,Opening Google…,Abriendo Google…,,
SHR-021,Shared,Account and sign in,In-game,Sending your link…,Enviando el enlace…,,
SHR-022,Shared,Account and sign in,In-game,Check your inbox for a sign-in link.,"Revisa tu correo, te enviamos un enlace.",,
SHR-023,Shared,Account and sign in,In-game,Network problem. Try again.,Problema de conexión. Inténtalo otra vez.,,
SHR-024,Shared,Account and sign in,In-game,Sign-in is not enabled yet.,Todavía no se puede iniciar sesión.,,
SHR-025,Shared,Account and sign in,In-game,That email looks off.,Ese correo no parece válido.,,
SHR-026,Shared,Account and sign in,In-game,Something went wrong. Please try again.,Algo salió mal. Inténtalo otra vez.,,
SHR-027,Shared,Account and sign in,In-game,Sign in,Iniciar sesión,,
SHR-028,Shared,Account and sign in,In-game,Account,Cuenta,,
SHR-029,Shared,Account and sign in,In-game,Sign out,Cerrar sesión,,
SHR-030,Shared,Account and sign in,In-game,Signed in,Sesión iniciada,,
SHR-031,Shared,Account and sign in,In-game,Delete account,Borrar la cuenta,,
SHR-032,Shared,Account and sign in,In-game,Delete account?,¿Borrar la cuenta?,,
SHR-033,Shared,Account and sign in,In-game,This permanently deletes your account and all your song groups. This can't be undone.,Se borran tu cuenta y todas tus listas de canciones para siempre. Esto no se puede deshacer.,,
SHR-034,Shared,Account and sign in,In-game,Cancel,Cancelar,,
SHR-035,Shared,Account and sign in,In-game,Delete,Borrar,,
SHR-036,Shared,Account and sign in,In-game,Deleting your account…,Borrando tu cuenta…,,
SHR-037,Shared,Account and sign in,In-game,"For security, sign out and sign in again, then delete.","Por seguridad, cierra sesión, vuelve a entrar y bórrala entonces.",,
SHR-038,Shared,Account and sign in,In-game,Confirmation cancelled. Try again.,Cancelaste la confirmación. Inténtalo otra vez.,,
SHR-039,Shared,Account and sign in,In-game,Could not delete your account. Please try again.,No se pudo borrar tu cuenta. Inténtalo otra vez.,,
SHR-001,Shared,Talk to the creator,In-game,Talk to creator,Habla con el creador,,
SHR-002,Shared,Talk to the creator,In-game,"Hey! Hope you’re having fun 🙂 ↵ ↵ Found a bug, got an idea, or want more categories or games? Tell me — let me fix it for you.","¡Hola! Espero que se estén divirtiendo 🙂 ↵ ↵ ¿Encontraste un error, se te ocurre una idea o quieres más categorías o juegos? Cuéntamelo y lo arreglo.",,
SHR-003,Shared,Talk to the creator,In-game,Write a message…,Escribe un mensaje…,,
SHR-004,Shared,Talk to the creator,In-game,"One moment, that was a little too fast.","Un momento, vas muy rápido.",,
SHR-005,Shared,Talk to the creator,In-game,That is a lot of messages for one day. Try again tomorrow.,Son muchos mensajes por hoy. Prueba mañana.,,
SHR-006,Shared,Talk to the creator,In-game,Could not send. Please try again.,No se pudo enviar. Inténtalo otra vez.,,
SHR-007,Shared,Talk to the creator,In-game,Close,Cerrar,,
SHR-008,Shared,Talk to the creator,In-game,Message,Mensaje,,
SHR-009,Shared,Talk to the creator,In-game,Send,Enviar,,
SHR-010,Shared,Talk to the creator,In-game,typing,escribiendo,,
SHR-043,Shared,Language,In-game,This room is in {lang},Esta sala está en {lang},,
SHR-044,Shared,Language,In-game,The whole game will be in {lang}: the words and the buttons. Everyone in a room plays in the same language.,Todo el juego va a estar en {lang}: las palabras y los botones. En una sala todos juegan en el mismo idioma.,,
SHR-045,Shared,Language,In-game,Continue in {lang},Seguir en {lang},,
SHR-046,Shared,Language,In-game,Language,Idioma,,
SHR-047,Shared,Language,In-game,English,inglés,,
SHR-048,Shared,Language,In-game,Spanish,español,,
